Building Id,Compliance Status,Property Name,Street,Zipcode,Year Built,Address Source,Address Type,Master Property Type,Primary Property Type Epa Calculated,Assessor Sector,Government Type,Master Sq Ft,Reporting Year,Energy Star Score,Site Energy Use (Kbtu),Site Eui (Kbtu/Sq Ft),Weather Normalized Site Energy Use,Weather Normalized Site Eui (Kbtu/Sq Ft),Electricity Use Grid Purchase And Onsite (Kwh),Electricity Use - Grid Purchase (Kwh),Electricity Use Onsite Renewable (Kwh),Green Power - Onsite And Offsite (Kwh),Natural Gas Use (Kbtu),District Steam Use (Kbtu),District Chilled Water Use (Kbtu),Total Ghg Emissions (Metric Tons Co2E),Energy Star Certification - Years Certified,Recent Energy Star Certification
1225,In Compliance,J P Lamborn Co,11095 51St Ave.,80239,1997,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,53000,2022,0,2987983.5,56.4,3023037,57,753054.4,753054.3,0,#N/A,418562,0,0,449.4,0,0
1226,In Compliance,51St Avenue Warehouse,11090 E 51St Ave,80239,1971,Portfolio Manager,Building,Distribution Center,Non-Refrigerated Warehouse,Commercial,,43186,2022,27,2571793.4,59.6,2653785.5,61.5,105033.8,105033.8,0,#N/A,2213418.1,0,0,177.1,0,0
1227,In Compliance,Montbello Bldg 2 4909 Kingston,4909-4919 Kingston St,80239,1970,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,42403,2022,69,1665329.5,39.4,1745856.9,41.3,101787.1,101787,0,#N/A,1318032,0,0,127.7,2021,2021
1228,Exempt,,4965 N Kingston St,80239-2516,1972,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,48313,,,,,,,,,,#N/A,,,,,,
1229,Exempt,Sprint Llc,4999 Kingston St,80239,1980,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,45450,,,,,,,,,,#N/A,,,,,,
1230,In Compliance,"4849 Kingston, Llc",4849 & 4851 Kingston,80239,1979,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,44622,2022,22,3219244.4,72.1,3312585.5,74.2,166932.3,166932.3,0,#N/A,2649671.3,0,0,235.4,0,0
1231,In Compliance,Montbello Bldg 1,5075 Kingston Street,80239,1971,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,61111,2022,70,2445852,40,2516304.5,41.2,143448.5,143448.4,0,#N/A,1956405.8,0,0,185.3,0,0
1232,Exempt,Timberline Colorado,11100 E 51St Ave,80239,1971,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,59940,,,,,,,,,,#N/A,,,,,,
1233,Exempt,Abb Inc.,4900 Kingston Street,80239,1970,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,70000,,,,,,,,,,#N/A,,,,,,
1234,In Compliance,Peerless Tyre Co,5000 Kingston St,80239,1972,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,71300,2022,37,2833413.9,39.7,2956802.4,41.5,155162.4,155162.4,0,#N/A,2303999.8,0,0,210.4,0,0
1235,In Compliance,Glasser-Schwartz Building 11611 E 51St Second Attempt,11611 E 51St Street,80239,1979,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,46421,2022,0,1188242.6,25.6,1220431.2,26.3,107267.2,107267.2,0,#N/A,822247,0,0,104.5,0,0
1236,In Compliance,Professional Plastics,11707-11715 E. 51St Avenue,80239,1979,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,59232,2022,52,2863917.7,48.4,2956065.3,49.9,187456.3,187456.3,0,#N/A,2224316.7,0,0,224.5,0,0
1237,In Compliance,"Si Partners Investments, Llc",11411 E 51St Ave,80239,1987,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,55136,2022,78,1435857.1,26,1523849.4,27.6,134682.6,134682.6,0,#N/A,976320,0,0,128.3,0,0
1238,Not Submitted,Og Medicinals,4995 Lima St,80239,1978,Portfolio Manager,Building,Other,Manufacturing/Industrial Plant,Commercial,,26152,,,,,,,,,,#N/A,,,,,,
1239,In Compliance,Lima,5055 Lima Street,80239,1978,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,39832,2022,60,1863383.9,46.8,1920528.4,48.2,139604.3,139604.3,0,#N/A,1387054,0,0,152.9,0,0
1240,In Compliance,5005 Lima St,5005 Lima St,80239,1974,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,65183,2022,66,2544524.7,39,2622355.1,40.2,178404.6,178404.5,0,#N/A,1935808.3,0,0,196,0,0
1241,In Compliance,4940-4950 Paris,4940 Paris St,80239,1984,Portfolio Manager,Building,Other - Services,Other - Services,Commercial,,25290,2022,0,1372263.3,54.3,1403477.4,55.5,109232.5,109232.5,0,#N/A,999561.9,0,0,115.1,0,0
1242,In Compliance,12055 East 49Th Ave/4955 Peoria - 11520,12055 East 49Th Ave/4955 Peoria,80239,1984,Portfolio Manager,Building,Non-Refrigerated Warehouse,Mixed Use Property,Commercial,,49575,2022,0,2549897.4,51.4,2611823.9,52.7,248315.2,248315.2,0,#N/A,1702645.9,0,0,231.3,0,0
1243,In Compliance,Montbello 7 - 11909 E.51,11909 E. 51St Ave,80239,1982,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,39382,2022,38,2401278.8,61,2465873.3,62.6,236800.9,236800.9,0,#N/A,1593314.1,0,0,218.9,0,0
1244,In Compliance,Montbello Bldg 11,11809 E. 51St Ave,80239,1982,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,57240,2022,67,2311618.7,40.4,2397354.1,41.9,158770.8,158770.8,0,#N/A,1769892.8,0,0,184.1,0,0
1245,In Compliance,Nome Service Center,"4920, 4950, 4990, 5030, 5060 Nome Street",80239,1973,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,107220,2022,34,7307128.2,68.2,7516716.9,70.1,1048197,1048196.9,0,#N/A,3730680,0,0,792.7,0,0
1248,Exempt,,5045 Oakland St,80239,1978,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,31695,,,,,,,,,,#N/A,,,,,,
1249,In Compliance,Montbello 8 - 11925-11945 E. 49Th,11925 - 11945 E. 49Th Ave,80239,1977,Portfolio Manager,Building,Non-Refrigerated Warehouse,Distribution Center,Commercial,,50384,2022,69,2044197.3,39.9,2118447.3,41.4,117806.7,117806.7,0,#N/A,1642240.9,0,0,154,2021,2021
1250,Exempt,Dixie Headquarters,4990 Oakland St,80239,1978,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,27238,,,,,,,,,,#N/A,,,,,,
1251,In Compliance,Montbello 17,4850 - 4870 Nome Street / 11720 E. 49Th Ave,80239,1973,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,60632,2022,79,1804186.9,28.9,1871361,30,104676.7,104676.7,0,#N/A,1447030,0,0,136.2,0,0
1252,Exempt,,4800 N Nome St,80239,1974,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,38194,,,,,,,,,,#N/A,,,,,,
1253,In Compliance,"Branch 217 (Denver, Co Benchmarking Id 1253)",4885 Paris St,80239,1979,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,31008,2022,62,1351216.8,43.6,1400729.7,45.2,99917,99917,0,#N/A,1010300,0,0,110.3,0,0
1254,In Compliance,Pine Creek Industrial,4780 Oakland Street,80239,1974,Portfolio Manager,Building,Retail Store,Manufacturing/Industrial Plant,Commercial,,31412,2022,0,997676.1,31.8,1052908.2,33.5,64430.3,64430.3,0,#N/A,777840,0,0,77.9,0,0
1255,In Compliance,Monarch Montessori Of Denver,4895 Peoria St,80239,1997,Portfolio Manager,Building,K-12 School,K-12 School,Commercial,,38942,2022,0,1549558.5,40,1628662.9,42,113880,113880,0,#N/A,1161000,0,0,126.3,0,0
1256,In Compliance,Freight Systems,4790 Paris St,80239,1989,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,27309,2022,76,904635.6,33.1,957574.9,35.1,78423.7,78423.7,0,#N/A,637054,0,0,78.3,0,0
1257,Exempt,Montbello Industrial Park,11600 E. 51St Place,80239,1973,Portfolio Manager,Building,Manufacturing/Industrial Plant,Distribution Center,Commercial,,87424,,,,,,,,,,#N/A,,,,,,
1258,In Compliance,Yampa - 5000 Moline,5000 Moline Street,80239,1977,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,136559,2022,71,5556958.2,40.7,5746724.7,42.1,269002.4,269002.4,0,#N/A,4639121.9,0,0,399,0,0
1259,In Compliance,Montbello Bldg 18,4900 Moline Street,80239,1974,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,63569,2022,51,4046306.8,63.7,4215608.7,66.3,142693.3,142693.3,0,#N/A,3559437.3,0,0,270,0,0
1260,In Compliance,Montbello # 3,4907 Nome,80239,1972,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,54160,2022,74,2423903.9,44.1,2522170.9,45.9,142177.3,142177.3,0,#N/A,1938794.8,0,0,183.6,0,0
1261,Exempt,,4825 N Nome St,80239,1973,Assessor Data,Building,Manufacturing/Industrial Plant,,Industrial,,50544,,,,,,,,,,#N/A,,,,,,
1262,Exempt,"Timken Motor And Crane Services, Llc (Dba Wazee Electric)",4850 Moline St,80239,1974,Portfolio Manager,Building,Manufacturing/Industrial Plant,Other,Commercial,,89908,2022,0,6495170.8,72.2,6702657.8,74.6,339310,339309.9,0,#N/A,5337445.1,0,0,476,0,0
1263,In Compliance,Yampa - 5025,5025 Nome Street,80239,1977,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,51132,2022,51,2973572.3,58.2,3044349.4,59.5,327365.6,327365.5,0,#N/A,1856601,0,0,284.3,0,0
1264,In Compliance,Yampa 4925 - 4975 Nome,4925 Nome Street,80239,1978,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,50460,2022,37,3622857,71.8,3715190.7,73.6,231584.4,231584.4,0,#N/A,2832691,0,0,281.8,0,0
1265,In Compliance,Flora Properties,11400 East 51St Ave,80239,1974,Portfolio Manager,Building,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Commercial,,72625,2022,92,3985680,54.9,3981229.7,54.8,244354.6,244354.6,0,#N/A,3151942.1,0,0,295.1,0,0
1266,In Compliance,5000 Lima,5000 N. Lima Street,80239,1973,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,152920,2022,71,6872701.9,45.2,7064339.3,46.5,664590,664589.9,0,#N/A,4605120.9,0,0,621.6,0,0
1267,In Compliance,"Industrial Valco, Inc.",4950 Lima Street,80239,2000,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,69243,2022,81,482916.3,7,499846.4,7.2,63761.8,63761.8,0,#N/A,265361,0,0,47.4,0,0
1268,In Compliance,Montbello Bldg 10 - 4850 Lima,4850 Lima Street,80239,1982,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,46356,2022,65,1889271,41.6,1946406.4,42.8,144362.6,144362.6,0,#N/A,1396705.9,0,0,156.1,0,0
1269,In Compliance,Montbello Bldg 9,4900 Lima Street,80239,1980,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,98784,2022,75,3162714.1,32,3261365.5,33,269333.5,269333.5,0,#N/A,2243748.1,0,0,271.9,0,0
1270,In Compliance,Moline Distribution Center,4801 Moline Street,80239,1978,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,98304,2022,100,862653.1,8.8,889458.1,9,37077.7,37077.7,0,#N/A,736144,0,0,58.5,0,0
1271,In Compliance,Bill Thurston,10251 E. 51St Ave,80239,1995,Portfolio Manager,Building,Refrigerated Warehouse,Refrigerated Warehouse,Commercial,,448289,2022,50,40972062.4,91.4,40930025.9,91.3,10272570,10272568.4,0,#N/A,5922054.7,0,0,5680.4,0,0
1272,In Compliance,755Pl001 - Mountain View Foods,10241 E 51 St.,80239,2014,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,180000,2022,0,133977597.3,647.2,138019251.1,666.8,17343500,17343499.3,0,#N/A,74801570.5,0,0,13810.6,0,0
1273,In Compliance,Drury Inn And Suites Stapleton,4550 North Central Park Blvd,80238,2014,Portfolio Manager,Building,Hotel,Hotel,Commercial,,104203,2022,86,7768786,74.6,7819495.9,75,1176837,1176836.5,0,#N/A,3753419.3,0,0,866.9,0,0
1274,In Compliance,Sysco Denver,5000 Beeler Street,80238,2005,Portfolio Manager,Building,Mixed Use Property,Mixed Use Property,Commercial,,514430,2022,77,30431822.3,59.2,31176414.3,60.6,5656161,5656160.6,0,#N/A,11132999.8,0,0,3799.6,0,0
1278,In Compliance,Certifit Auto Body Parts Co,10450 E 51St Ave,80238,2007,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,47500,2022,42,2349723.2,49.5,2432013.5,51.2,277328.6,277328.6,0,#N/A,1403478,0,0,231.9,0,0
1279,In Compliance,Den00901 - Stapleton 1,9900 E 51St Ave,80238,1998,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,129442,2022,66,6352669.3,49.1,6522260.7,50.4,760449,760448.9,0,#N/A,3758017.5,0,0,630.9,0,0
1280,Exempt,Bldg A-2,5025 N Florence St,80238,1998,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,323860,,,,,,,,,,#N/A,,,,,,
1281,In Compliance,Denver Dc,4875 Florence Street,80238,1999,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,119000,2022,36,6035702.6,50.7,6101410.3,51.3,1188512,1188512.3,0,#N/A,1980498.1,0,0,779.3,0,0
1282,Exempt,Bldg D-3,4735 N Florence St,80238,2000,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,352094,,,,,,,,,,#N/A,,,,,,
1283,Exempt,Hercules Industries - D9,5050 Florence St,80238,1999,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,82020,,,,,,,,,,#N/A,,,,,,
1284,In Compliance,4900 Florence,4900 Florence St.,80238,2000,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,28147,2022,45,1900291.8,67.5,1976900.4,70.2,105725.3,105725.3,0,#N/A,1539557,0,0,141.7,0,0
1285,Exempt,Domino'S Pizza Commissary,10252 E 51St Ave,80239,1998,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,34112,,,,,,,,,,#N/A,,,,,,
1286,In Compliance,Carquest Distribution Center #13,10325 E. 49Th Ave,80239,2010,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,126591,2022,65,4384922.6,34.6,4495657.1,35.5,757567.8,757567.7,0,#N/A,1800101.5,0,0,525.3,0,0
1287,In Compliance,Den00912 - Stapleton 12,10445 E. 49Th Ave.,80238,2005,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,161511,2022,88,3661284,22.7,3770910.4,23.3,252476.2,252476.2,0,#N/A,2799835,0,0,291.9,0,0
1288,In Compliance,Spears Manufacturing Company,4880 Florence St.,80238,1999,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,119728,2022,59,5564961.6,46.5,5785635.7,48.3,179462.7,179462.7,0,#N/A,4952634.7,0,0,364.9,0,0
1289,In Compliance,Den00904,4700 Florence St,80238,2002,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,144511,2022,72,5617827,38.9,5788090.7,40.1,255442,255442,0,#N/A,4746258.9,0,0,397,0,0
1290,In Compliance,Den00910 - Stapleton 10,4825 Gevena St,80238,1999,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,156139,2022,56,8851707,56.7,8846682.6,56.7,2134868,2134867.5,0,#N/A,1567538,0,0,1294.2,0,0
1291,In Compliance,Al Feldman,10275 E. 47Th Ave.,80238,1999,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,56933,2022,77,2442003.2,42.9,2492334.9,43.8,340331.8,340331.8,0,#N/A,1280791,0,0,261.1,0,0
1292,In Compliance,Den00911 - Stapleton 11,10432 E 49Th Ave,80238,2002,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,147885,2022,57,7563494.9,51.1,7770038.1,52.5,467314.8,467314.7,0,#N/A,5969016.9,0,0,582.1,0,0
1293,In Compliance,Cascada,10400 E. 48Th Avenue,80238,2008,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,56370,2022,14,5211236.1,92.4,5269502,93.5,929956.9,929956.8,0,#N/A,2038223.1,0,0,635.7,0,0
1294,In Compliance,Eldon James Corp,10325 E. 47Th Avenue,80238,2004,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,73546,2022,0,8915924.4,121.2,8997383.7,122.3,1974340,1974339.5,0,#N/A,2179477,0,0,1235.6,0,0
1295,In Compliance,Alphabroder,4690 Florence St,80238,2003,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,94796,2022,70,3567917.6,37.6,3687771.7,38.9,296570.8,296570.8,0,#N/A,2556017.9,0,0,304,0,0
1296,In Compliance,Den00906,4500 Florence St,80238,2001,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,90126,2022,84,3053909.5,33.9,3166495.3,35.1,45467.9,45467.9,0,#N/A,2898773,0,0,179.8,0,0
1297,In Compliance,Den00908 - Stapleton 8,4555 Geneva St.,80238,2003,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,171438,2022,45,9950679.5,58,10196314,59.5,701612.7,701612.6,0,#N/A,7556776.9,0,0,799.3,0,0
1298,In Compliance,Roslyn Campus,5440 Roslyn St,80216,1980,Portfolio Manager,Building,Adult Education,Other,Municipal,City ? General Services,309404,2022,0,21100009.2,68.2,21360384.4,69,2315956,2315955.9,0,#N/A,13197966.7,0,0,2014.7,0,0
1306,In Compliance,Staybridge Suites,8101 Northfield Blvd,80238,2014,Portfolio Manager,Building,Hotel,Hotel,Commercial,,88570,2022,87,4052035.7,45.7,4072683.5,46,829477.2,829477.1,0,#N/A,1221859.5,0,0,535.4,0,0
1308,In Compliance,Appliance Factory Parts,5050 Colorado Blvd,80216,1959,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,41000,2022,70,1858931.3,45.3,1914357.9,46.7,163172.7,163172.7,0,#N/A,1302185.9,0,0,161.7,0,0
1309,In Compliance,Awc West Building 1309,5150 Colorado Boulevard,80216,1964,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,40200,2022,75,1478080.5,36.8,1543694.7,38.4,107508.8,107508.8,0,#N/A,1111260.6,0,0,120,0,0
1310,In Compliance,Awc East Building 1310,5150 Colorado Boulevard,80216,1964,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,88975,2022,49,3509060.1,39.4,3611553.2,40.6,97374.5,97374.5,0,#N/A,3176818.4,0,0,224,0,0
1311,Exempt,"Brede-Colorado, Inc",5140 Colorado Blvd.,80216,1965,Portfolio Manager,Building,Other - Services,Other - Services,Commercial,,54806,,,,,,,,,,#N/A,,,,,,
1312,Exempt,U-Haul Moving & Storage At Kennedy Park,3410 S Galena St Ste 150,80231,1954,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,78423,,,,,,,,,,#N/A,,,,,,
1313,Exempt,Unique Woodworking/William Ohs,4101 E. 48Th Ave,80216,1930,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,72000,,,,,,,,,,#N/A,,,,,,
1314,Exempt,4950 Colorado Blvd,4950 Colorado Blvd,80216,1955,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,44780,,,,,,,,,,#N/A,,,,,,
1316,Exempt,,4545 E 51St Ave,80216,1993,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,122398,,,,,,,,,,#N/A,,,,,,
1319,In Compliance,10563002 - Denver-50Th,4475 East 50Th Avenue,80216,1974,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,163860,2022,40,12459172.6,76,12434259.5,75.9,3479775,3479774.7,0,#N/A,586180,0,0,2004.9,0,0
1321,Exempt,Gcr Tires & Service,4500 E 51St Ave,80216,1977,Portfolio Manager,Building,Other,Manufacturing/Industrial Plant,Commercial,,72092,,,,,,,,,,#N/A,,,,,,
1322,Exempt,Bldg B,4300 E 51St Ave,80216,1983,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,60079,,,,,,,,,,#N/A,,,,,,
1323,In Compliance,Hydrofarm,4200 East 50Th Avenue,80216,1997,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,86788,2022,93,1221337.4,14.1,1278839.1,14.7,125424.7,125424.7,0,#N/A,793388.4,0,0,113.3,0,0
1324,In Compliance,Caterpillar Logistics,4705 E 48Th Avenue,80216,1957,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,767000,2022,67,33795236.9,45.1,34295832.1,45.7,1761500,1761499.7,0,#N/A,27784999.1,0,0,2474.9,0,0
1325,Exempt,,4990 N Dahlia St,80216,1996,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,173064,,,,,,,,,,#N/A,,,,,,
1326,Exempt,,4900 N Dahlia St,80216,1966,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,40200,,,,,,,,,,#N/A,,,,,,
1327,In Compliance,48Th Street Warehouse,5055 E 48Th Ave,80216,1997,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,43000,2022,42,1262254,29.4,1271741.4,29.6,209027.8,209027.8,0,#N/A,549051,0,0,147.7,0,0
1328,In Compliance,Saltbox,4800 Dahlia St,80216,2000,Portfolio Manager,Building,Non-Refrigerated Warehouse,Distribution Center,Commercial,,102267,2022,76,4186617.5,40.9,4467748.4,43.7,151051.8,151051.8,0,#N/A,3671228.7,0,0,273.9,0,0
1329,In Compliance,"Westrock Cp, Llc.","5050 E. 50Th Ave. Denver, Co 80216",80216,1973,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,138987,2022,0,36104100.8,259.8,36104100.8,259.8,4224861,4224860.6,0,#N/A,21688874.8,0,0,3548.4,0,0
1330,In Compliance,5000 Dahlia Street,5000 Dahlia Street,80216,1979,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,77080,2022,71,2861436,36.8,2896451.7,37.2,201323,201323,0,#N/A,2174521.9,0,0,220.7,0,0
1332,Pending Revisions,The Diner Group,4343 Holly Street,80216,1957,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,36789,2022,0,0,0,0,0,173611.1,173611.1,0,#N/A,0,0,0,0,0,0
1333,In Compliance,5303 E 47Th,5303 E 47Th Ave,80216,1972,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,97495,2022,46,5477876.3,56.2,5561281.5,57,249202.4,249202.3,0,#N/A,4627597.7,0,0,387.1,0,0
1334,In Compliance,5501-85 East 47Th Avenue,5501-85 East 47Th Avenue,80216,1965,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,80751,2022,50,4012726.9,49.7,4088228.5,50.6,367835.7,367835.6,0,#N/A,2757671.6,0,0,338.6,0,0
1335,Exempt,,4394 Grape St,80216,1964,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,32397,,,,,,,,,,#N/A,,,,,,
1336,In Compliance,B & B Machine And Grinding,4382 Grape Street,80216,1964,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,28592,2022,89,464965.4,16.1,482311.3,16.7,23995.2,23995.1,0,#N/A,383094,0,0,32.9,0,0
