Name,Latitude,Longitude,Type,M,S,E,T,Building ID
Liberty,,,Energy Consumer,-2.7488012405994002,1e-08,1764576000000.0,1e-08,2377.0
Empower Field At Mile High,,,Energy Consumer,-85.34416502731355,1e-08,89991000000000.0,1e-08,2378.0
Turntable Studios,,,Energy Consumer,-5.6305737761058,1e-08,5182056000000.0,1e-08,2380.0
Comcast Cable Corporation,,,Energy Consumer,-30.740553635508004,1e-08,37600992000000.0,1e-08,2383.0
Abarca Eight Llc,,,Energy Consumer,-0.28656565612164003,1e-08,357984000000.0,1e-08,2384.0
Co - Sunset Park Apartments: Sunset Park Apartments,,,Energy Consumer,-12.82661752835736,1e-08,8782488000000.0,1e-08,2385.0
"Blake Street Terrace (Tax Assessor 1836, Street Address 1860)",,,Energy Consumer,-18.558037000394638,1e-08,14396184000000.0,1e-08,2386.0
Blake Building - 2387,,,Energy Consumer,-1.6851511576818,1e-08,923472000000.0,1e-08,2387.0
Rocky Mountain Warehouse Lofts,,,Energy Consumer,-5.32332333292392,1e-08,4566672000000.0,1e-08,2388.0
1890 Wynkoop,,,Energy Consumer,-3.35189940255504,1e-08,3269376000000.0,1e-08,2389.0
Atrium Building,,,Energy Consumer,-6.938644369653,1e-08,8658936000000.0,1e-08,2391.0
Grand Central Building,,,Energy Consumer,-2.0326921696220395,1e-08,1813680000000.0,1e-08,2392.0
Streetcar Stables Lofts,,,Energy Consumer,-6.708820131227159,1e-08,4386888000000.0,1e-08,2393.0
Franklin Lofts,,,Energy Consumer,-2.6914927305185996,1e-08,2502720000000.0,1e-08,2394.0
Titanium Lofts,,,Energy Consumer,-4.17556674970776,1e-08,3285216000000.0,1e-08,2395.0
1755 Blake,,,Energy Consumer,-6.483009640820399,1e-08,7767936000000.0,1e-08,2396.0
1730 Blake Street,,,Energy Consumer,-3.14703957321972,1e-08,2554200000000.0,1e-08,2397.0
Lodo Towers - 1401 17Th St,,,Energy Consumer,-9.984382673933158,1e-08,12459744000000.0,1e-08,2399.0
Lodo Towers - Guaranty Bank Building 1331 17Th St.,,,Energy Consumer,-9.12012596627616,1e-08,10845648000000.0,1e-08,2401.0
Market Center,,,Energy Consumer,-7.259248757069641,1e-08,4818528000000.0,1e-08,2402.0
Barclay Towers,,,Energy Consumer,-12.79707660459072,1e-08,10905048000000.0,1e-08,2403.0
Blake Street,,,Energy Consumer,-4.7387643969603594,1e-08,3822192000000.0,1e-08,2404.0
Jp Plaza,,,Energy Consumer,-5.782163531680441,1e-08,7170768000000.0,1e-08,2405.0
"Carter Rice Building, Llc",,,Energy Consumer,-3.9409655360418,1e-08,2648448000000.0,1e-08,2406.0
Millennium Financial Center,,,Energy Consumer,-15.529812091546681,1e-08,18844056000000.0,1e-08,2408.0
The Barth Hotel,,,Energy Consumer,-2.4504955587943202,1e-08,1637856000000.0,1e-08,2409.0
The Oxford Hotel,,,Energy Consumer,-13.0226346201924,1e-08,9066024000000.0,1e-08,2410.0
1660 Wynkoop,,,Energy Consumer,-5.04487717368876,1e-08,4524696000000.0,1e-08,2411.0
Kansas Plow,,,Energy Consumer,-1.2526785919638,1e-08,1334520000000.0,1e-08,2412.0
Sugar Building,,,Energy Consumer,-8.4082534710606,1e-08,7299072000000.0,1e-08,2413.0
Sugar Cube,,,Energy Consumer,-7.663863634725239,1e-08,7554096000000.0,1e-08,2415.0
Larimer Place,,,Energy Consumer,-22.117430389601516,1e-08,15619032000000.0,1e-08,2417.0
16M,,,Energy Consumer,-13.09623434929836,1e-08,12606264000000.0,1e-08,2418.0
Elephant Corral,,,Energy Consumer,-2.02625970663996,1e-08,1823184000000.0,1e-08,2421.0
Palace Lofts,,,Energy Consumer,-10.776359738050921,1e-08,9986328000000.0,1e-08,2423.0
Edbrooke Lofts,,,Energy Consumer,-4.3528639900320005,1e-08,2821896000000.0,1e-08,2424.0
West End Lofts,,,Energy Consumer,-2.36394850388184,1e-08,1397088000000.0,1e-08,2426.0
One Union Station,,,Energy Consumer,-13.88678170757256,1e-08,14983848000000.0,1e-08,2428.0
Union Station Alliance Llc,,,Energy Consumer,-20.791802299298038,1e-08,17398656000000.0,1e-08,2429.0
Denver Union Station Bus Depot,,,Energy Consumer,-17.041712991174716,1e-08,13769712000000.0,1e-08,2430.0
Ice House Condominiums,,,Energy Consumer,-12.625726501672558,1e-08,10811592000000.0,1e-08,2432.0
1515 Wynkoop,,,Energy Consumer,-13.070885161430521,1e-08,16311240000000.0,1e-08,2435.0
1900 16Th St (Epl),,,Energy Consumer,-20.096430346138682,1e-08,22567248000000.0,1e-08,2436.0
Davita World Headquarters,,,Energy Consumer,-16.49979370526292,1e-08,16230456000000.0,1e-08,2437.0
Balfour At Riverfront Park,,,Energy Consumer,-22.834052956139402,1e-08,21218472000000.0,1e-08,2439.0
The Station At Riverfront Park - Co (Sv35),,,Energy Consumer,-16.03765023292836,1e-08,12081168000000.0,1e-08,2441.0
The Creekside Lofts,,,Energy Consumer,-3.90346907102892,1e-08,3021480000000.0,1e-08,2443.0
Museum Of Contemporary Art Denver,,,Energy Consumer,-3.6588849212757606,1e-08,2466288000000.0,1e-08,2445.0
The Delgany Lofts,,,Energy Consumer,-3.71052683323452,1e-08,2824272000000.0,1e-08,2446.0
Monarch Mills,,,Energy Consumer,-4.717941714133199,1e-08,3971088000000.0,1e-08,2447.0
Waterside Lofts,,,Energy Consumer,-13.542773127286681,1e-08,10418760000000.0,1e-08,2449.0
Griffis Lodo (Vr205),,,Energy Consumer,-13.3205812665768,1e-08,11071368000000.0,1e-08,2451.0
Steelbridge,,,Energy Consumer,-3.65663163903084,1e-08,4201560000000.0,1e-08,2452.0
Wewatta Wynkoop,,,Energy Consumer,-20.140096143266998,1e-08,23284008000000.0,1e-08,2454.0
1705 17Th St,,,Energy Consumer,-7.41096364223844,1e-08,8245512000000.0,1e-08,2455.0
The Manhattan Lofts By Windsor,,,Energy Consumer,-8.39361425809392,1e-08,7868520000000.0,1e-08,2457.0
Park Place,,,Energy Consumer,-4.862116749962159,1e-08,3502224000000.0,1e-08,2459.0
Glass House Condos,,,Energy Consumer,-29.411436581840878,1e-08,27945720000000.0,1e-08,2461.0
One Riverfront Tower/ Park At One Riverfront,,,Energy Consumer,-5.8248733429296,1e-08,4645872000000.0,1e-08,2462.0
The Manhattan,,,Energy Consumer,-19.125247551621836,1e-08,15738624000000.0,1e-08,2464.0
Vf Corp,,,Energy Consumer,-19.57804133224032,1e-08,21744360000000.0,1e-08,2465.0
Cadence Union Station Apartments,,,Energy Consumer,-12.782211715231199,1e-08,10100376000000.0,1e-08,2466.0
Downtown Aquarium,,,Energy Consumer,-35.995690940620676,1e-08,31956408000000.0,1e-08,2467.0
Annex,,,Energy Consumer,-10.9029229417602,1e-08,6319368000000.0,1e-08,2468.0
River Point,,,Energy Consumer,-4.3937706057552,1e-08,3232152000000.0,1e-08,2469.0
018-Denver,,,Energy Consumer,-6.47675674830144,1e-08,7484400000000.0,1e-08,2470.0
1055 Auraria,,,Energy Consumer,-1.2299312767111201,1e-08,1032768000000.0,1e-08,2480.0
1201 Auraria Parkway,,,Energy Consumer,-2.8883998672578,1e-08,3206016000000.0,1e-08,2482.0
Acme Lofts,,,Energy Consumer,-2.6800896895938,1e-08,1762200000000.0,1e-08,2483.0
Volker,,,Energy Consumer,-1.86531424553232,1e-08,1349568000000.0,1e-08,2484.0
Dunkeld-14 Co Llc,,,Energy Consumer,-2.94596623292724,1e-08,2448864000000.0,1e-08,2485.0
Denver Athletic Club,,,Energy Consumer,-24.92967212342892,1e-08,16062552000000.0,1e-08,2486.0
Buell Theatre,,,Energy Consumer,-18.33910283486088,1e-08,12449448000000.0,1e-08,2487.0
Residences At Lawrence Street Center,,,Energy Consumer,-5.26842203770008,1e-08,3505392000000.0,1e-08,2489.0
Robert And Judy Newman (Tramway) Building,,,Energy Consumer,-7.77555888941376,1e-08,5820408000000.0,1e-08,2491.0
1245 Champa St-Ccd Owned-Leasedbycosymph,,,Energy Consumer,-4.2634815787000795,1e-08,3057120000000.0,1e-08,2493.0
The Diamond Cabaret,,,Energy Consumer,-2.6143852580593205,1e-08,2603304000000.0,1e-08,2497.0
Colorado Convention Center,,,Energy Consumer,-102.00190667521896,1e-08,78206832000000.0,1e-08,2499.0
Fire Station #1 - Headqtrs,,,Energy Consumer,-2.6476548538219205,1e-08,2012472000000.0,1e-08,2500.0
100 Park,,,Energy Consumer,-13.69717555558536,1e-08,7957224000000.0,1e-08,2522.0
One Lincoln Park,,,Energy Consumer,-20.822896053896763,1e-08,18193824000000.0,1e-08,2523.0
Benedict Park Place 1B,,,Energy Consumer,-7.907755351488121,1e-08,6467472000000.0,1e-08,2524.0
Bean Towers,,,Energy Consumer,-10.99554563985084,1e-08,9436680000000.0,1e-08,2528.0
Benedict Park Place 3B,,,Energy Consumer,-5.981713371686521,1e-08,4790016000000.0,1e-08,2531.0
Benedict Park Place 4B,,,Energy Consumer,-6.379089723881641,1e-08,4728240000000.0,1e-08,2532.0
Benedict Park Place 5B,,,Energy Consumer,-3.418836455547,1e-08,3872088000000.0,1e-08,2534.0
Fwi Welton,,,Energy Consumer,-2.2520870779363205,1e-08,1625976000000.0,1e-08,2535.0
Montessori Academy Of Colorado,,,Energy Consumer,-2.80988758826712,1e-08,1910304000000.0,1e-08,2536.0
231080,,,Energy Consumer,-11.662903018180081,1e-08,14554584000000.0,1e-08,2537.0
Denver Fga/Gli Maintenance (830011),,,Energy Consumer,-7.050514236043321,1e-08,3750912000000.0,1e-08,2538.0
Blair Caldwell African-American Library,,,Energy Consumer,-4.16139798603312,1e-08,3341448000000.0,1e-08,2539.0
Central Baptist Church,,,Energy Consumer,-1.1835935512758,1e-08,671616000000.0,1e-08,2540.0
Mile High United Way,,,Energy Consumer,-4.42209642198732,1e-08,4614192000000.0,1e-08,2541.0
Park Avenue West (967),,,Energy Consumer,-7.2655563014686795,1e-08,5531328000000.0,1e-08,2544.0
Cornerstone,,,Energy Consumer,-3.60038388185028,1e-08,2870208000000.0,1e-08,2545.0
Broadway Plaza Lofts,,,Energy Consumer,-12.38168591656452,1e-08,11746944000000.0,1e-08,2546.0
Samaritan House,,,Energy Consumer,-6.91426024114248,1e-08,5508360000000.0,1e-08,2547.0
The Salvation Army Harbor Light Center,,,Energy Consumer,-3.1417878229596,1e-08,2999304000000.0,1e-08,2548.0
Offbroadway Lofts,,,Energy Consumer,-1.9066288512560399,1e-08,1955448000000.0,1e-08,2549.0
2020 Lawrence (Lw26),,,Energy Consumer,-14.22600339509568,1e-08,13420440000000.0,1e-08,2551.0
Twentieth Street Rec Ctr,,,Energy Consumer,-3.43330432748424,1e-08,2065536000000.0,1e-08,2552.0
Bayly Lofts,,,Energy Consumer,-2.3391705231158397,1e-08,2463912000000.0,1e-08,2553.0
Fsp 1999 Broadway Llc,,,Energy Consumer,-33.84761926215492,1e-08,41074704000000.0,1e-08,2557.0
Denver Fga/Ghl Terminal (830126),,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2562.0
Halcyon House,,,Energy Consumer,-11.936372902172282,1e-08,8931384000000.0,1e-08,2563.0
Tri-State/Denver Buddhist Temple,,,Energy Consumer,-1.3624914164508,1e-08,792000000000.0,1e-08,2564.0
1800 Larimer,,,Energy Consumer,-30.718406646891715,1e-08,33296472000000.0,1e-08,2565.0
1875 Lawrence,,,Energy Consumer,-11.573010698476681,1e-08,14442120000000.0,1e-08,2566.0
Cable City Building,,,Energy Consumer,-4.30860366907308,1e-08,2956536000000.0,1e-08,2567.0
"Isbell Lofts Cdm Assn, Inc",,,Energy Consumer,-3.4450183987999203,1e-08,3670920000000.0,1e-08,2568.0
1801 Skyline,,,Energy Consumer,-6.62301383085144,1e-08,6214824000000.0,1e-08,2569.0
Granite Tower,,,Energy Consumer,-38.73475243544868,1e-08,47880360000000.0,1e-08,2570.0
R3Den - Denver Place,,,Energy Consumer,-52.802768534328,1e-08,53741160000000.0,1e-08,2571.0
1801 California,,,Energy Consumer,-58.987437359991844,1e-08,53266752000000.0,1e-08,2573.0
621 Seventeenth Street,,,Energy Consumer,-26.96257815282108,1e-08,24517152000000.0,1e-08,2574.0
Johns Manville Plaza,,,Energy Consumer,-38.08486751639436,1e-08,34073424000000.0,1e-08,2575.0
707 17Th Street,,,Energy Consumer,-64.88980833494159,1e-08,69497208000000.0,1e-08,2576.0
Chamber Lofts,,,Energy Consumer,-5.344444068958079,1e-08,4965048000000.0,1e-08,2578.0
Hotel Monaco Denver,,,Energy Consumer,-17.32787857021284,1e-08,0.0,1e-08,2579.0
Fsp 1001 17Th Street Llc,,,Energy Consumer,-39.97633964991192,1e-08,34628616000000.0,1e-08,2580.0
1125 Seventeenth Street,,,Energy Consumer,-28.63321744274712,1e-08,26108280000000.0,1e-08,2581.0
Seventeenth Street Plaza,,,Energy Consumer,-35.17160209875576,1e-08,41634648000000.0,1e-08,2582.0
Tabor Center - Office,,,Energy Consumer,-24.292656350561163,1e-08,30315384000000.0,1e-08,2583.0
84Scb-The Westin Denver Downtown,,,Energy Consumer,-28.23824155305312,1e-08,24461712000000.0,1e-08,2584.0
Daniels And Fisher Tower,,,Energy Consumer,-2.80741200580728,1e-08,3051576000000.0,1e-08,2585.0
Independence Plaza,,,Energy Consumer,-46.38616124432148,1e-08,38129256000000.0,1e-08,2586.0
Denver Co Ren,,,Energy Consumer,-17.560218799728,1e-08,15747336000000.0,1e-08,2587.0
Us Bank Tower,,,Energy Consumer,-35.27587661988168,1e-08,31740984000000.0,1e-08,2588.0
1600 Stout,,,Energy Consumer,-15.953779115534159,1e-08,19484784000000.0,1e-08,2593.0
Equitable Building,,,Energy Consumer,-10.467399893785919,1e-08,9009000000000.0,1e-08,2594.0
Stephen Chavez,,,Energy Consumer,-7.835176388675159,1e-08,7690320000000.0,1e-08,2595.0
Fsp 600 17Th Street Llc,,,Energy Consumer,-28.34121508511868,1e-08,35367552000000.0,1e-08,2597.0
Mcclintock,,,Energy Consumer,-1.71704158476408,1e-08,1233144000000.0,1e-08,2598.0
Sage Building,,,Energy Consumer,-7.75135517541084,1e-08,8144136000000.0,1e-08,2599.0
Denver Building Condo Owner Association,,,Energy Consumer,-14.207366576460599,1e-08,11134728000000.0,1e-08,2600.0
Renew On Stout,,,Energy Consumer,-9.58596181669404,1e-08,8262144000000.0,1e-08,2602.0
Mr Champa Llc,,,Energy Consumer,-51.40462246342524,1e-08,63474048000000.0,1e-08,2604.0
Kew Realty Corp - Baur'S,,,Energy Consumer,-2.8348600157801997,1e-08,2167704000000.0,1e-08,2605.0
Courtyard Marriott Denver,,,Energy Consumer,-10.627094902996442,1e-08,9281448000000.0,1e-08,2606.0
University Building,,,Energy Consumer,-11.103173233179119,1e-08,8951184000000.0,1e-08,2607.0
Park Central Denver-1515 Arapahoe,,,Energy Consumer,-29.71108345032468,1e-08,26329248000000.0,1e-08,2609.0
Writer Square,,,Energy Consumer,-18.61481196885852,1e-08,13879008000000.0,1e-08,2610.0
Writer Square Condos,,,Energy Consumer,-3.92804490314196,1e-08,3118896000000.0,1e-08,2611.0
Four Seasons Hotel Denver,,,Energy Consumer,-79.09199363885615,1e-08,50767992000000.0,1e-08,2616.0
Embassy Suites Denver Downtown,,,Energy Consumer,-26.7521443592454,1e-08,18331632000000.0,1e-08,2617.0
Hyatt Regency Denver At Colorado Convention Center,,,Energy Consumer,-91.68104081607804,1e-08,66188232000000.0,1e-08,2618.0
The Curtis Hotel,,,Energy Consumer,-32.34291742890792,1e-08,26492400000000.0,1e-08,2619.0
Spire,,,Energy Consumer,-29.770771110783482,1e-08,28263312000000.0,1e-08,2620.0
1800 Glenarm Pl,,,Energy Consumer,-4.2922656055792805,1e-08,4287096000000.0,1e-08,2621.0
555 17Th Street,,,Energy Consumer,-42.161036739487194,1e-08,34838496000000.0,1e-08,2622.0
Grand Hyatt Denver,,,Energy Consumer,-47.158434723087,1e-08,31353696000000.0,1e-08,2623.0
475 17Th Street (Hms),,,Energy Consumer,-16.090576464069,1e-08,10898712000000.0,1e-08,2627.0
Trinity Place,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2631.0
Brown Palace Hotel & Spa/Holiday Inn Exp,,,Energy Consumer,-65.95464071316458,1e-08,44515152000000.0,1e-08,2632.0
Denver Energy Center,,,Energy Consumer,-34.93466509749696,1e-08,31894632000000.0,1e-08,2633.0
Republic Plaza,,,Energy Consumer,-63.09577712742876,1e-08,70328016000000.0,1e-08,2635.0
The 410,,,Energy Consumer,-24.99612152972256,1e-08,22414392000000.0,1e-08,2637.0
1600 Glenarm,,,Energy Consumer,-26.00786498723136,1e-08,23283216000000.0,1e-08,2639.0
Midland Condominium Association,,,Energy Consumer,-6.03738855019296,1e-08,5512320000000.0,1e-08,2641.0
Denver Club,,,Energy Consumer,-22.26340830443976,1e-08,15410736000000.0,1e-08,2643.0
1630 Welton Level Office Llc,,,Energy Consumer,-7.23788599128084,1e-08,0.0,1e-08,2644.0
Denver Pavilions,,,Energy Consumer,-71.658099734724,1e-08,53087760000000.0,1e-08,2645.0
1106 - Sonesta Denver 1450 Glenarm Place,,,Energy Consumer,-19.11276307870704,1e-08,15666552000000.0,1e-08,2649.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2650.0
Denver Downtown Co Hgi,,,Energy Consumer,-12.65270902111476,1e-08,11349360000000.0,1e-08,2651.0
Hampton Inn/Homewood Suites,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2652.0
Minoru Yasui Building,,,Energy Consumer,-15.478340149045083,1e-08,9294912000000.0,1e-08,2654.0
Staybridge Suites,,,Energy Consumer,-5.2969862964978,1e-08,4599144000000.0,1e-08,2655.0
29Stw-Dends- Sheraton Denver Downtown,,,Energy Consumer,-208.7239110706897,1e-08,128183616000000.0,1e-08,2657.0
Denver Post Building,,,Energy Consumer,-31.40049534454152,1e-08,30591792000000.0,1e-08,2658.0
Wellington Webb Municipal Office Building,,,Energy Consumer,-48.06305184418308,1e-08,36887400000000.0,1e-08,2659.0
Amli Park Avenue,,,Energy Consumer,-10.346200276230359,1e-08,9225216000000.0,1e-08,2660.0
Uptown Square (Pw25),,,Energy Consumer,-7.076943589834441,1e-08,6536376000000.0,1e-08,2662.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2664.0
Tower On The Park,,,Energy Consumer,-8.30495867456484,1e-08,7478064000000.0,1e-08,2665.0
The Link,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2666.0
Drehmoor,,,Energy Consumer,-3.87275429240172,1e-08,2394216000000.0,1e-08,2668.0
Sherman Plaza,,,Energy Consumer,-5.8704522723774,1e-08,7326000000000.0,1e-08,2669.0
Portofino Tower,,,Energy Consumer,-5.1104777877522,1e-08,4592016000000.0,1e-08,2670.0
1800 Grant,,,Energy Consumer,-6.44504684123232,1e-08,8042760000000.0,1e-08,2671.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2672.0
One City Block,,,Energy Consumer,-18.645977256226917,1e-08,15801192000000.0,1e-08,2673.0
601 E 18Th Ave,,,Energy Consumer,-6.24518966352996,1e-08,5539248000000.0,1e-08,2678.0
St. Luke'S Lofts,,,Energy Consumer,-3.18050910201852,1e-08,2471832000000.0,1e-08,2679.0
The Renaissance Condominiums,,,Energy Consumer,-1.3369959978768,1e-08,982080000000.0,1e-08,2680.0
1747 Washington Street,,,Energy Consumer,-1.26711217459404,1e-08,1127016000000.0,1e-08,2681.0
1747 Pearl Street,,,Energy Consumer,-1.17259807832928,1e-08,1110384000000.0,1e-08,2682.0
1767 Pearl Street,,,Energy Consumer,-1.38645046306008,1e-08,1245816000000.0,1e-08,2685.0
Warwick Denver,,,Energy Consumer,-24.91991602429572,1e-08,16766640000000.0,1e-08,2687.0
303 E 17Th Ave,,,Energy Consumer,-13.314994219647,1e-08,14525280000000.0,1e-08,2689.0
Grosvenor Arms: 333 East 16Th,,,Energy Consumer,-9.382158731047681,1e-08,4595184000000.0,1e-08,2690.0
300 East 17Th,,,Energy Consumer,-53.611366733357045,1e-08,33420816000000.0,1e-08,2692.0
1626 N Logan St,,,Energy Consumer,-2.36692323314604,1e-08,1334520000000.0,1e-08,2694.0
450 17Th Ave,,,Energy Consumer,-4.6960134385428,1e-08,5575680000000.0,1e-08,2696.0
Renaissance Uptown Lofts,,,Energy Consumer,-34.6254677602164,1e-08,14575968000000.0,1e-08,2699.0
Logan Tower,,,Energy Consumer,-4.37240340873288,1e-08,5456088000000.0,1e-08,2700.0
Cathedral Basilica Of The Immaculate Conception,,,Energy Consumer,-3.4986292555194,1e-08,1995048000000.0,1e-08,2701.0
Cathedral Plaza,,,Energy Consumer,-6.08122885351752,1e-08,4886640000000.0,1e-08,2702.0
1540 Grant Street,,,Energy Consumer,-2.37457164770712,1e-08,1104048000000.0,1e-08,2703.0
Colorado Education Association,,,Energy Consumer,-4.3685589971376,1e-08,3131568000000.0,1e-08,2705.0
Denver Tower,,,Energy Consumer,-4.35273980998788,1e-08,3327192000000.0,1e-08,2707.0
Denver Downtown Co His,,,Energy Consumer,-7.698343168249921,1e-08,7758432000000.0,1e-08,2709.0
One Sherman Place,,,Energy Consumer,-2.84745220987176,1e-08,3553704000000.0,1e-08,2711.0
1770 Sherman,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2713.0
Lincoln Crossing,,,Energy Consumer,-30.848510300677923,1e-08,31519224000000.0,1e-08,2714.0
120667_Denver Motorbank,,,Energy Consumer,-19.196987534221684,1e-08,14473800000000.0,1e-08,2716.0
1740 Broadway,,,Energy Consumer,-4.31304587517132,1e-08,2018016000000.0,1e-08,2717.0
Bok Financial,,,Energy Consumer,-30.354074108560802,1e-08,27221832000000.0,1e-08,2718.0
Civic Center,,,Energy Consumer,-14.88332772219672,1e-08,12241944000000.0,1e-08,2719.0
The University Club,,,Energy Consumer,-5.8729200474258,1e-08,3230568000000.0,1e-08,2720.0
1660 Lincoln,,,Energy Consumer,-15.424904009532959,1e-08,12369456000000.0,1e-08,2721.0
Central Presbyterian Church,,,Energy Consumer,-3.9083346709394404,1e-08,2208888000000.0,1e-08,2722.0
Capitol Center,,,Energy Consumer,-12.95756818077924,1e-08,9427176000000.0,1e-08,2723.0
Sudler Building,,,Energy Consumer,-2.8297683174546,1e-08,2651616000000.0,1e-08,2724.0
Argonaut / El Tovar,,,Energy Consumer,-7.0482271920191994,1e-08,4765464000000.0,1e-08,2727.0
The Spectrum Building - 2730,,,Energy Consumer,-10.774877912460719,1e-08,10242144000000.0,1e-08,2730.0
Civic Center Plaza,,,Energy Consumer,-25.11372245813208,1e-08,30018384000000.0,1e-08,2731.0
The Point Owners Association,,,Energy Consumer,-5.42730011735952,1e-08,4253832000000.0,1e-08,2733.0
Denver North Care Center,,,Energy Consumer,-4.47851298806388,1e-08,2565288000000.0,1e-08,2736.0
Rossonian Hotel - Office,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,2737.0
2100 Uptown Lofts Hoa (Id: 2738),,,Energy Consumer,-1.9893799216252803,1e-08,1549944000000.0,1e-08,2738.0
"2160 Downing St. - Kappa Towers, Inc.",,,Energy Consumer,-2.19707088715764,1e-08,1811304000000.0,1e-08,2739.0
Barney Ford,,,Energy Consumer,-5.192345354562,1e-08,3989304000000.0,1e-08,2740.0
"02246- Denver, Co",,,Energy Consumer,-9.130745206395721,1e-08,8777736000000.0,1e-08,2741.0
Ronald Mcdonald House,,,Energy Consumer,-2.4997653892475995,1e-08,3091176000000.0,1e-08,2742.0
Co0021 - Franklin Medical Offices,,,Energy Consumer,-45.24542046432864,1e-08,37704744000000.0,1e-08,2743.0
Marian Plaza,,,Energy Consumer,-5.44606744637232,1e-08,4287888000000.0,1e-08,2744.0
